(23.711591720581055, 166.56549072265625)	,5.8855767250061035,321.3756103515625,0.023842357099056244,2294528,-1
(23.768884658813477, 318.3013916015625)	,4.18574857711792,331.52191162109375,0.037931401282548904,11075840,-1
(24.14596176147461, 271.5009765625)	,6.447497844696045,179.24314880371094,0.047655053436756134,8913664,-1
(24.405336380004883, 304.0570373535156)	,4.567996501922607,33.7799072265625,0.03800829127430916,655872,-1
(25.994789123535156, 229.04734802246094)	,5.111690521240234,108.5816650390625,0.04287196323275566,8782336,-1
(25.994789123535156, 229.04734802246094)	,5.111690521240234,181.58262634277344,0.04287196323275566,8782336,-1
(26.285539627075195, 78.86322784423828)	,10.588687896728516,36.90167236328125,0.08074010163545609,11338241,-1
(26.285539627075195, 78.86322784423828)	,10.588687896728516,130.384033203125,0.08074010163545609,11338241,-1
(26.285539627075195, 78.86322784423828)	,10.588687896728516,241.6962127685547,0.08074010163545609,11338241,-1
(27.168537139892578, 282.11602783203125)	,6.192866325378418,315.8630676269531,0.025053596124053,5964544,-1
(27.434465408325195, 543.9833984375)	,20.489505767822266,191.9693603515625,0.07047560811042786,8978946,-1
(29.138017654418945, 67.81061553955078)	,3.3992650508880615,105.18928527832031,0.02669893577694893,12715007,-1
(29.531415939331055, 7.918673038482666)	,3.7020351886749268,334.12060546875,0.032582830637693405,2162944,-1
(29.780122756958008, 567.8663330078125)	,6.872572422027588,199.39547729492188,0.06150510534644127,13501184,-1
(29.780122756958008, 567.8663330078125)	,6.872572422027588,328.115234375,0.06150510534644127,13501184,-1
(29.881309509277344, 90.1824722290039)	,4.133198261260986,246.5863494873047,0.027862699702382088,10158336,-1
(29.933517456054688, 254.4519805908203)	,15.701214790344238,121.40789794921875,0.043914783746004105,6422786,-1
(29.933517456054688, 254.4519805908203)	,15.701214790344238,265.374267578125,0.043914783746004105,6422786,-1
(30.11522102355957, 41.59282302856445)	,10.69084644317627,245.12777709960938,0.07505911588668823,12059137,-1
(30.678878784179688, 311.8473205566406)	,10.738432884216309,175.75196838378906,0.10128889977931976,12386817,-1
(30.892847061157227, 169.30258178710938)	,4.326205730438232,251.3946075439453,0.0203714556992054,13435136,-1
(30.892847061157227, 169.30258178710938)	,4.326205730438232,327.9643859863281,0.0203714556992054,13435136,-1
(32.07525634765625, 113.9469223022461)	,7.131259441375732,35.054595947265625,0.04987689107656479,16188160,-1
(33.24829864501953, 160.1224822998047)	,10.6116943359375,92.8258056640625,0.057227496057748795,11534849,-1
(33.24829864501953, 160.1224822998047)	,10.6116943359375,258.7024841308594,0.057227496057748795,11534849,-1
(33.24829864501953, 160.1224822998047)	,10.6116943359375,309.92669677734375,0.057227496057748795,11534849,-1
(33.7645378112793, 29.3712215423584)	,3.853558301925659,109.20867919921875,0.030145060271024704,5112064,-1
(33.83393096923828, 99.98133087158203)	,15.023941040039062,84.77349853515625,0.04300372302532196,3211522,-1
(33.83393096923828, 99.98133087158203)	,15.023941040039062,253.93368530273438,0.04300372302532196,3211522,-1
(34.02656173706055, 378.8710632324219)	,27.953235626220703,144.00552368164062,0.07457543164491653,14746370,-1
(34.02656173706055, 378.8710632324219)	,27.953235626220703,337.8478698730469,0.07457543164491653,14746370,-1
(34.55493927001953, 230.18075561523438)	,6.784783840179443,30.720855712890625,0.05199259892106056,12583680,-1
(35.017372131347656, 216.93368530273438)	,15.189993858337402,77.80108642578125,0.04885539039969444,3997954,-1
(35.017372131347656, 216.93368530273438)	,15.189993858337402,110.51156616210938,0.04885539039969444,3997954,-1
(35.29202651977539, 286.1169128417969)	,3.8839995861053467,241.28530883789062,0.01414407230913639,5636352,-1
(35.40650939941406, 244.1798553466797)	,5.4035139083862305,331.1003112792969,0.044691313058137894,12845568,-1
(36.32966613769531, 275.0381774902344)	,9.703009605407715,188.49142456054688,0.065647192299366,5046785,-1
(36.32966613769531, 275.0381774902344)	,9.703009605407715,238.39031982421875,0.065647192299366,5046785,-1
(36.85377883911133, 170.86463928222656)	,3.974933624267578,253.6358642578125,0.02573108673095703,7340288,-1
(37.62245178222656, 148.8453826904297)	,3.76142954826355,94.45037841796875,0.022421380504965782,3342592,-1
(38.22006607055664, 324.12738037109375)	,6.830788612365723,218.0880889892578,0.02786221168935299,13042432,-1
(38.542686462402344, 77.86683654785156)	,6.657026767730713,176.9123077392578,0.04772917553782463,11207424,-1
(39.428794860839844, 193.07196044921875)	,9.389355659484863,48.570159912109375,0.03277336806058884,2687489,-1
(39.428794860839844, 193.07196044921875)	,9.389355659484863,153.2303466796875,0.03277336806058884,2687489,-1
(40.60420608520508, 153.81219482421875)	,4.775691509246826,101.66348266601562,0.02591772936284542,3867136,-1
(40.60420608520508, 153.81219482421875)	,4.775691509246826,190.2936553955078,0.02591772936284542,3867136,-1
(40.64109420776367, 311.4365234375)	,5.406402111053467,179.17861938476562,0.038283735513687134,12845568,-1
(40.64155960083008, 60.59683609008789)	,15.207873344421387,307.4438171386719,0.055415358394384384,4129026,-1
(41.2030143737793, 286.66925048828125)	,3.9957165718078613,241.39706420898438,0.020280933007597923,7733504,-1
(41.25334167480469, 264.0938720703125)	,3.8185811042785645,122.99273681640625,0.024609502404928207,4456704,-1
(41.53866195678711, 181.185302734375)	,15.781257629394531,75.25485229492188,0.038285814225673676,6816002,-1
(41.53866195678711, 181.185302734375)	,15.781257629394531,126.73301696777344,0.038285814225673676,6816002,-1
(41.53866195678711, 181.185302734375)	,15.781257629394531,293.220458984375,0.038285814225673676,6816002,-1
(41.732521057128906, 22.317808151245117)	,14.620013236999512,1.38885498046875,0.06376044452190399,1245442,-1
(42.5810546875, 121.26617431640625)	,10.915696144104004,122.91943359375,0.08522845804691315,13566465,-1
(42.5810546875, 121.26617431640625)	,10.915696144104004,256.9756164550781,0.08522845804691315,13566465,-1
(44.1640739440918, 34.59667205810547)	,5.213956356048584,31.906707763671875,0.04226982221007347,10224128,-1
(44.749855041503906, 366.7149963378906)	,8.11281967163086,146.5153350830078,0.0386531725525856,8782081,-1
(44.81679153442383, 207.08177185058594)	,4.109975814819336,341.3544616699219,0.02860819175839424,9765120,-1
(45.45090866088867, 432.636474609375)	,5.883552551269531,332.4012756347656,0.018913179636001587,2294528,-1
(45.669979095458984, 194.3892364501953)	,4.010862350463867,32.8028564453125,0.024940352886915207,7995648,-1
(45.762611389160156, 236.60858154296875)	,11.206377029418945,50.45953369140625,0.09107394516468048,15467009,-1
(45.762611389160156, 236.60858154296875)	,11.206377029418945,123.80496215820312,0.09107394516468048,15467009,-1
(45.762611389160156, 236.60858154296875)	,11.206377029418945,262.3277587890625,0.09107394516468048,15467009,-1
(46.90502166748047, 41.77061080932617)	,5.006912708282471,38.507720947265625,0.035244420170784,7340544,-1
(46.90502166748047, 41.77061080932617)	,5.006912708282471,324.83050537109375,0.035244420170784,7340544,-1
(47.050880432128906, 108.22550964355469)	,3.882706880569458,119.60243225097656,0.024124205112457275,5636352,-1
(47.42485427856445, 160.02154541015625)	,7.764244079589844,356.66094970703125,0.04613184556365013,5636353,-1
(48.37759017944336, 336.8642578125)	,25.104169845581055,357.04949951171875,0.042238999158144,6947586,-1
(49.35647964477539, 247.8226776123047)	,4.424947261810303,250.29345703125,0.036450400948524475,15073536,-1
(49.56085205078125, 599.767578125)	,52.56754684448242,179.5958709716797,0.021610017865896225,10289923,-1
(50.336204528808594, 51.96076202392578)	,4.3307342529296875,334.6490783691406,0.029452592134475708,13500672,-1
(50.538169860839844, 104.89115142822266)	,9.893933296203613,118.1129150390625,0.02399606443941593,6423041,-1
(51.02354049682617, 94.5907211303711)	,2.939375162124634,257.3255615234375,0.019125178456306458,2229247,-1
(51.21173095703125, 132.80812072753906)	,7.5246734619140625,248.5962371826172,0.04606114327907562,3342593,-1
(51.54384994506836, 275.150390625)	,9.679628372192383,352.49981689453125,0.03311508521437645,4850177,-1
(51.813072204589844, 63.34388732910156)	,8.197936058044434,321.24810791015625,0.041976846754550934,9568513,-1
(52.47184753417969, 201.65542602539062)	,10.929044723510742,166.9085693359375,0.07063482701778412,13632001,-1
(52.47184753417969, 201.65542602539062)	,10.929044723510742,332.2900695800781,0.07063482701778412,13632001,-1
(53.190406799316406, 257.5120849609375)	,15.214958190917969,281.11474609375,0.047311075031757355,4129026,-1
(54.11627960205078, 117.31088256835938)	,4.777544975280762,155.5181884765625,0.047409575432538986,3932672,-1
(54.547813415527344, 303.9147033691406)	,20.961416244506836,27.314697265625,0.04131201654672623,10617346,-1
(54.950035095214844, 212.47598266601562)	,3.191138744354248,256.55792236328125,0.027546197175979614,8127487,-1
(55.47726058959961, 188.5147705078125)	,3.123870611190796,98.959716796875,0.018577218055725098,6620159,-1
(57.194759368896484, 488.77593994140625)	,35.529029846191406,168.7686309814453,0.04684939607977867,15335683,-1
(57.30820846557617, 81.24142456054688)	,5.75085973739624,186.76779174804688,0.026400670409202576,590592,-1
(57.800716400146484, 283.3395080566406)	,4.375124931335449,343.02447509765625,0.029795899987220764,14287104,-1
(57.932254791259766, 222.3980255126953)	,12.494725227355957,114.269287109375,0.038401972502470016,6619905,-1
(59.77256774902344, 234.2200469970703)	,6.594940185546875,35.80523681640625,0.055874302983284,10552064,-1
(60.13140106201172, 125.23513793945312)	,8.170075416564941,173.30728149414062,0.06382540613412857,9306369,-1
(60.45994567871094, 160.72425842285156)	,11.763264656066895,166.5377655029297,0.09244358539581299,2228993,-1
(60.86149215698242, 249.35816955566406)	,5.8860673904418945,325.75701904296875,0.039881631731987,2294528,-1
(60.88161087036133, 80.50688934326172)	,8.343573570251465,189.7843780517578,0.02682986482977867,10813697,-1
(61.249229431152344, 39.52436828613281)	,19.816207885742188,198.5616455078125,0.07559233158826828,6554114,-1
(61.628047943115234, 150.0828399658203)	,3.513540744781494,109.72795104980469,0.034057606011629105,15139839,-1
(61.99008560180664, 64.24549865722656)	,6.917819499969482,197.64187622070312,0.06232438609004021,13959936,-1
(62.00677490234375, 172.21603393554688)	,3.546757221221924,251.47720336914062,0.035292141139507294,15795199,-1
(62.00677490234375, 172.21603393554688)	,3.546757221221924,265.24346923828125,0.035292141139507294,15795199,-1
(62.1212158203125, 200.63710021972656)	,5.60666561126709,175.82522583007812,0.035619329661130905,15467008,-1
(62.5686149597168, 241.5382537841797)	,4.570014953613281,39.7392578125,0.03529267758131027,721408,-1
(62.5686149597168, 241.5382537841797)	,4.570014953613281,320.8746032714844,0.03529267758131027,721408,-1
(62.61482620239258, 80.7715072631836)	,9.574030876159668,197.0999298095703,0.026872023940086365,4063745,-1
(66.39141082763672, 445.127197265625)	,25.711593627929688,246.16844177246094,0.07146865129470825,8651522,-1
(67.32220458984375, 277.760498046875)	,12.109207153320312,179.7842559814453,0.09377888590097427,4326145,-1
(67.37059783935547, 308.1727600097656)	,8.615500450134277,41.52325439453125,0.031743764877319336,13172993,-1
(68.37493896484375, 123.72460174560547)	,5.9375319480896,170.8182373046875,0.03008974902331829,2949888,-1
(68.42240142822266, 266.09375)	,4.03436803817749,91.61358642578125,0.037175633013248444,8388864,-1
(68.49444580078125, 288.8992614746094)	,3.569960117340088,273.84259033203125,0.03535950928926468,16253951,-1
(68.5078125, 288.9915771484375)	,3.642895460128784,268.8497619628906,0.03535626456141472,1048832,-1
(68.63892364501953, 144.12559509277344)	,10.556193351745605,147.85623168945312,0.025725137442350388,11141633,-1
(70.1420669555664, 464.4143981933594)	,4.562000751495361,240.0615692138672,0.044066037982702255,590336,-1
(70.54364013671875, 202.31092834472656)	,5.16441535949707,175.38404846191406,0.047109417617321014,9568768,-1
(71.0686264038086, 160.76608276367188)	,5.802667617797852,175.90438842773438,0.031676240265369415,1245952,-1
(71.34481811523438, 241.75469970703125)	,11.75931167602539,158.8876953125,0.09741204231977463,2228993,-1
(72.7078628540039, 214.95614624023438)	,4.921846866607666,181.55007934570312,0.016283979639410973,6095360,-1
(74.66566467285156, 252.6710968017578)	,3.423734664916992,233.71932983398438,0.03410928696393967,13239295,-1
(74.70694732666016, 252.8807373046875)	,3.617955446243286,241.61463928222656,0.03404026851058006,524544,-1
(75.81090545654297, 450.956787109375)	,11.329623222351074,240.29129028320312,0.05122681334614754,16253441,-1
(75.84003448486328, 277.5153503417969)	,4.2014479637146,173.83551025390625,0.0369829423725605,11337984,-1
(80.6572265625, 422.407470703125)	,10.53662395477295,153.28192138671875,0.05606462433934212,11010561,-1
(82.16124725341797, 241.0798797607422)	,5.656468868255615,168.85939025878906,0.04149012640118599,16122368,-1
(84.90768432617188, 402.1970520019531)	,4.4206085205078125,347.0964050292969,0.01876918226480484,15008000,-1
(87.67572784423828, 89.18075561523438)	,46.53609848022461,358.6025085449219,0.0617416612803936,1442563,-1
(88.54048919677734, 239.87522888183594)	,12.611380577087402,159.0066375732422,0.04274437576532364,7275265,-1
(89.01829528808594, 310.9262390136719)	,5.9914679527282715,160.9080352783203,0.031232163310050964,3605248,-1
(89.0718002319336, 346.5606689453125)	,3.2821500301361084,178.93060302734375,0.013910014182329178,10159103,-1
(89.47667694091797, 395.5068664550781)	,5.309240341186523,16.461517333984375,0.05149001628160477,11534848,-1
(89.47667694091797, 395.5068664550781)	,5.309240341186523,341.9349060058594,0.05149001628160477,11534848,-1
(89.95938110351562, 407.3788146972656)	,4.962472438812256,7.12994384765625,0.037701018154621124,6685184,-1
(90.59049224853516, 458.5422668457031)	,12.994505882263184,243.6649169921875,0.04124223813414574,9437953,-1
(90.81568908691406, 415.88043212890625)	,5.775998115539551,356.1350402832031,0.04448403790593147,918272,-1
(92.47419738769531, 387.9794921875)	,4.605697154998779,70.014404296875,0.041968055069446564,1245696,-1
(92.47419738769531, 387.9794921875)	,4.605697154998779,300.1857604980469,0.041968055069446564,1245696,-1
(93.12406921386719, 354.3379821777344)	,3.9807629585266113,170.4736328125,0.01583203300833702,7405824,-1
(93.39558410644531, 377.1564025878906)	,9.786564826965332,347.6392822265625,0.030757319182157516,5636609,-1
(94.18660736083984, 342.56585693359375)	,4.380022048950195,180.93064880371094,0.014528123661875725,14352640,-1
(95.38742065429688, 401.65850830078125)	,4.443429946899414,267.3592224121094,0.032989151775836945,15401216,-1
(96.0138168334961, 438.0291748046875)	,13.474838256835938,249.19981384277344,0.06593602895736694,12059393,-1
(97.95491027832031, 14.341740608215332)	,5.324563503265381,354.72637939453125,0.018237944692373276,11731456,-1
(97.99907684326172, 411.554931640625)	,3.7765729427337646,141.69744873046875,0.0289999321103096,3604736,-1
(98.8277816772461, 243.4793243408203)	,3.018144130706787,48.951416015625,0.029491499066352844,4129791,-1
(98.9239273071289, 422.58819580078125)	,6.288574695587158,91.9161376953125,0.04689103737473488,7078656,-1
(99.62342071533203, 405.7280578613281)	,7.70764684677124,54.443939208984375,0.027661403641104698,5112065,-1
(99.62342071533203, 405.7280578613281)	,7.70764684677124,153.943359375,0.027661403641104698,5112065,-1
(99.62342071533203, 405.7280578613281)	,7.70764684677124,244.66220092773438,0.027661403641104698,5112065,-1
(99.69039916992188, 394.65509033203125)	,5.964954376220703,182.96881103515625,0.04367700219154358,3277568,-1
(99.69039916992188, 394.65509033203125)	,5.964954376220703,260.8221130371094,0.04367700219154358,3277568,-1
(101.25010681152344, 30.549545288085938)	,5.05812406539917,351.7403869628906,0.02359795570373535,8061440,-1
(101.9917221069336, 350.54718017578125)	,12.048864364624023,172.1351318359375,0.0536094605922699,3998465,-1
(103.1468505859375, 262.5230712890625)	,2.833951473236084,269.8781433105469,0.02831701748073101,16253695,-1
(103.60762786865234, 372.1236877441406)	,4.9962077140808105,356.8725891113281,0.04121728613972664,7143936,-1
(104.44978332519531, 414.0382385253906)	,4.106592178344727,40.375030517578125,0.018686290830373764,9699584,-1
(107.10783386230469, 390.7783508300781)	,5.900712490081787,307.1677551269531,0.05263831093907356,2491136,-1
(108.09624481201172, 288.1494140625)	,34.8066520690918,359.0318908691406,0.067397840321064,13893891,-1
(108.10266876220703, 306.1833190917969)	,4.685212135314941,192.3953094482422,0.013940372504293919,2490880,-1
(109.11174011230469, 338.3159484863281)	,23.838741302490234,352.5144958496094,0.05044156312942505,3212034,-1
(109.30819702148438, 298.2366943359375)	,5.089181423187256,178.1494140625,0.013966013677418232,8520192,-1
(110.01522827148438, 372.3401794433594)	,4.090865612030029,357.89306640625,0.01733170635998249,9437440,-1
(110.33086395263672, 413.6095275878906)	,3.381134510040283,21.464996337890625,0.0224420465528965,12321791,-1
(110.84683227539062, 64.6223373413086)	,6.4616007804870605,348.644775390625,0.026737112551927567,9044736,-1
(111.40225982666016, 333.0258483886719)	,4.8745551109313965,10.548583984375,0.015058216638863087,5374464,-1
(112.1138916015625, 255.09719848632812)	,3.5808188915252686,196.25076293945312,0.06468206644058228,16516095,-1
(112.1138916015625, 255.09719848632812)	,3.5808188915252686,351.138427734375,0.06468206644058228,16516095,-1
(112.4771499633789, 365.6629333496094)	,8.18079948425293,94.5166015625,0.044408708810806274,9371905,-1
(112.4771499633789, 365.6629333496094)	,8.18079948425293,106.13259887695312,0.044408708810806274,9371905,-1
(113.03816986083984, 243.40171813964844)	,6.452739715576172,63.71673583984375,0.04555710032582283,8979200,-1
(116.17185974121094, 96.0970458984375)	,5.383553981781006,1.2393798828125,0.017167625948786736,12583424,-1
(116.42201232910156, 431.5126953125)	,11.822230339050293,247.2762908935547,0.06837008148431778,2622209,-1
(116.79841613769531, 375.2400817871094)	,5.244237422943115,343.3813781738281,0.027369117364287376,10682880,-1
(117.0110855102539, 414.51287841796875)	,5.935155391693115,27.060272216796875,0.04200759530067444,2884352,-1
(117.038330078125, 348.6412048339844)	,5.9843363761901855,3.72943115234375,0.06501396000385284,3474176,-1
(119.38402557373047, 263.9906921386719)	,3.000624895095825,281.6484375,0.029161281883716583,3736575,-1
(120.36312866210938, 253.6939239501953)	,8.232340812683105,283.9453125,0.07035718113183975,9830657,-1
(120.701171875, 407.4340515136719)	,4.200887203216553,339.58935546875,0.04561052471399307,11337984,-1
(122.27594757080078, 359.27215576171875)	,6.817869663238525,117.78195190429688,0.049955081194639206,12911360,-1
(123.99102020263672, 308.119384765625)	,3.4830119609832764,80.89288330078125,0.019989915192127228,14484479,-1
(126.43116760253906, 320.74908447265625)	,11.474286079406738,48.30682373046875,0.06725888699293137,459521,-1
(126.43116760253906, 320.74908447265625)	,11.474286079406738,312.9139099121094,0.06725888699293137,459521,-1
(126.94278717041016, 245.92544555664062)	,3.2845687866210938,1.12847900390625,0.04905025288462639,10224639,-1
(126.94278717041016, 245.92544555664062)	,3.2845687866210938,130.01226806640625,0.04905025288462639,10224639,-1
(128.10374450683594, 258.2066345214844)	,3.1671814918518066,215.01712036132812,0.0427374504506588,7603199,-1
(128.10374450683594, 258.2066345214844)	,3.1671814918518066,347.56634521484375,0.0427374504506588,7603199,-1
(128.15382385253906, 428.0719909667969)	,3.767519474029541,179.26278686523438,0.05493687465786934,3473664,-1
(129.19131469726562, 376.5089111328125)	,8.290928840637207,132.3760986328125,0.04320460557937622,10354945,-1
(129.98080444335938, 354.0889587402344)	,5.433828353881836,120.85343933105469,0.07191745936870575,13238784,-1
(129.98080444335938, 354.0889587402344)	,5.433828353881836,331.1439208984375,0.07191745936870575,13238784,-1
(130.01414489746094, 440.2068176269531)	,11.123479843139648,249.57473754882812,0.040609266608953476,14942721,-1
(131.75344848632812, 309.48638916015625)	,6.268060684204102,2.58349609375,0.04777184873819351,6882048,-1
(131.75344848632812, 309.48638916015625)	,6.268060684204102,82.26483154296875,0.04777184873819351,6882048,-1
(134.2799072265625, 401.6910400390625)	,5.0847601890563965,151.66897583007812,0.026280025020241737,8454656,-1
(134.2799072265625, 401.6910400390625)	,5.0847601890563965,346.4440612792969,0.026280025020241737,8454656,-1
(134.63865661621094, 359.5047607421875)	,3.5159714221954346,14.602386474609375,0.03150226175785065,15139839,-1
(134.63865661621094, 359.5047607421875)	,3.5159714221954346,231.84271240234375,0.03150226175785065,15139839,-1
(135.52947998046875, 429.7163391113281)	,5.331055641174316,253.02227783203125,0.06248820573091507,11862528,-1
(138.7735595703125, 353.2640380859375)	,6.194512844085693,359.09136962890625,0.04098314046859741,5964544,-1
(138.85032653808594, 372.6940002441406)	,7.869360446929932,134.95497131347656,0.04985726624727249,6619393,-1
(138.85032653808594, 372.6940002441406)	,7.869360446929932,343.1202392578125,0.04985726624727249,6619393,-1
(139.41017150878906, 415.28839111328125)	,5.785427570343018,164.7742462158203,0.033846478909254074,1049344,-1
(139.41017150878906, 415.28839111328125)	,5.785427570343018,338.719482421875,0.033846478909254074,1049344,-1
(139.98098754882812, 362.6556701660156)	,4.8069682121276855,320.56512451171875,0.04805222153663635,4391424,-1
(142.7757110595703, 381.5101013183594)	,5.526595592498779,149.1091766357422,0.05621202290058136,14483968,-1
(146.2392120361328, 434.31317138671875)	,8.471274375915527,255.82412719726562,0.03673074021935463,11927809,-1
(146.8626251220703, 410.1997375488281)	,6.62164831161499,340.4732971191406,0.016681229695677757,10814208,-1
(147.37185668945312, 344.9253234863281)	,8.381789207458496,350.14013671875,0.023144779726862907,11141377,-1
(149.97242736816406, 361.092041015625)	,12.865241050720215,357.1439208984375,0.02187536470592022,8717057,-1
(151.9129638671875, 359.3035888671875)	,14.781657218933105,357.97979736328125,0.021577127277851105,2031874,-1
(152.7582244873047, 400.82958984375)	,43.883243560791016,252.65667724609375,0.04776320978999138,13894147,-1
(185.0044403076172, 251.7831268310547)	,5.103687763214111,176.72393798828125,0.038182225078344345,8716800,-1
