(3.271275043487549, 161.84909057617188)
(3.4871318340301514, 147.21426391601562)
(4.983028888702393, 167.1464385986328)
(5.003347396850586, 118.55894470214844)
(5.72667121887207, 346.8897399902344)
(5.81823205947876, 201.45980834960938)
(5.81823205947876, 201.45980834960938)
(5.89166784286499, 298.6756896972656)
(5.905452728271484, 322.2818298339844)
(6.705853462219238, 304.84130859375)
(7.161157608032227, 80.73216247558594)
(7.802812576293945, 227.43402099609375)
(7.844881534576416, 242.47073364257812)
(8.613486289978027, 55.440860748291016)
(8.626873970031738, 46.90021514892578)
(9.434835433959961, 132.05604553222656)
(9.474603652954102, 121.22494506835938)
(10.445051193237305, 112.58291625976562)
(10.451333045959473, 24.47088623046875)
(11.702253341674805, 168.5572967529297)
(12.307010650634766, 39.96742630004883)
(12.34848403930664, 271.4919738769531)
(12.34848403930664, 271.4919738769531)
(12.638250350952148, 95.20370483398438)
(12.650528907775879, 212.55075073242188)
(12.650528907775879, 212.55075073242188)
(14.18532657623291, 310.4071044921875)
(14.196394920349121, 149.5184783935547)
(14.231826782226562, 535.1505737304688)
(14.30594539642334, 282.6751403808594)
(14.325516700744629, 139.3331298828125)
(14.325516700744629, 139.3331298828125)
(14.52396011352539, 77.55025482177734)
(14.52396011352539, 77.55025482177734)
(14.592004776000977, 260.28753662109375)
(14.823311805725098, 177.40924072265625)
(15.143199920654297, 358.51776123046875)
(16.66891098022461, 203.71315002441406)
(16.739627838134766, 59.623374938964844)
(17.035573959350586, 86.30094146728516)
(17.12372589111328, 188.12648010253906)
(17.592754364013672, 317.439453125)
(17.78996467590332, 69.25048828125)
(18.079328536987305, 235.1632080078125)
(18.079328536987305, 235.1632080078125)
(18.079328536987305, 235.1632080078125)
(18.079328536987305, 235.1632080078125)
(19.221660614013672, 101.844482421875)
(19.836027145385742, 21.383075714111328)
(20.46525001525879, 155.2281036376953)
(20.64069175720215, 114.18485260009766)
(20.64069175720215, 114.18485260009766)
(21.05909538269043, 50.21467971801758)
(21.404504776000977, 340.63824462890625)
(21.8118839263916, 105.88636016845703)
(21.8308048248291, 4.841760158538818)
(21.939350128173828, 129.8604736328125)
(22.001785278320312, 246.3831024169922)
(22.093292236328125, 375.1521301269531)
(22.093292236328125, 375.1521301269531)
(22.300661087036133, 223.9547119140625)
(22.675031661987305, 34.126129150390625)
(23.711591720581055, 166.56549072265625)
(23.768884658813477, 318.3013916015625)
(24.14596176147461, 271.5009765625)
(24.405336380004883, 304.0570373535156)
(25.994789123535156, 229.04734802246094)
(25.994789123535156, 229.04734802246094)
(26.285539627075195, 78.86322784423828)
(26.285539627075195, 78.86322784423828)
(26.285539627075195, 78.86322784423828)
(27.168537139892578, 282.11602783203125)
(27.434465408325195, 543.9833984375)
(29.138017654418945, 67.81061553955078)
(29.531415939331055, 7.918673038482666)
(29.780122756958008, 567.8663330078125)
(29.780122756958008, 567.8663330078125)
(29.881309509277344, 90.1824722290039)
(29.933517456054688, 254.4519805908203)
(29.933517456054688, 254.4519805908203)
(30.11522102355957, 41.59282302856445)
(30.678878784179688, 311.8473205566406)
(30.892847061157227, 169.30258178710938)
(30.892847061157227, 169.30258178710938)
(32.07525634765625, 113.9469223022461)
(33.24829864501953, 160.1224822998047)
(33.24829864501953, 160.1224822998047)
(33.24829864501953, 160.1224822998047)
(33.7645378112793, 29.3712215423584)
(33.83393096923828, 99.98133087158203)
(33.83393096923828, 99.98133087158203)
(34.02656173706055, 378.8710632324219)
(34.02656173706055, 378.8710632324219)
(34.55493927001953, 230.18075561523438)
(35.017372131347656, 216.93368530273438)
(35.017372131347656, 216.93368530273438)
(35.29202651977539, 286.1169128417969)
(35.40650939941406, 244.1798553466797)
(36.32966613769531, 275.0381774902344)
(36.32966613769531, 275.0381774902344)
(36.85377883911133, 170.86463928222656)
(37.62245178222656, 148.8453826904297)
(38.22006607055664, 324.12738037109375)
(38.542686462402344, 77.86683654785156)
(39.428794860839844, 193.07196044921875)
(39.428794860839844, 193.07196044921875)
(40.60420608520508, 153.81219482421875)
(40.60420608520508, 153.81219482421875)
(40.64109420776367, 311.4365234375)
(40.64155960083008, 60.59683609008789)
(41.2030143737793, 286.66925048828125)
(41.25334167480469, 264.0938720703125)
(41.53866195678711, 181.185302734375)
(41.53866195678711, 181.185302734375)
(41.53866195678711, 181.185302734375)
(41.732521057128906, 22.317808151245117)
(42.5810546875, 121.26617431640625)
(42.5810546875, 121.26617431640625)
(44.1640739440918, 34.59667205810547)
(44.749855041503906, 366.7149963378906)
(44.81679153442383, 207.08177185058594)
(45.45090866088867, 432.636474609375)
(45.669979095458984, 194.3892364501953)
(45.762611389160156, 236.60858154296875)
(45.762611389160156, 236.60858154296875)
(45.762611389160156, 236.60858154296875)
(46.90502166748047, 41.77061080932617)
(46.90502166748047, 41.77061080932617)
(47.050880432128906, 108.22550964355469)
(47.42485427856445, 160.02154541015625)
(48.37759017944336, 336.8642578125)
(49.35647964477539, 247.8226776123047)
(49.56085205078125, 599.767578125)
(50.336204528808594, 51.96076202392578)
(50.538169860839844, 104.89115142822266)
(51.02354049682617, 94.5907211303711)
(51.21173095703125, 132.80812072753906)
(51.54384994506836, 275.150390625)
(51.813072204589844, 63.34388732910156)
(52.47184753417969, 201.65542602539062)
(52.47184753417969, 201.65542602539062)
(53.190406799316406, 257.5120849609375)
(54.11627960205078, 117.31088256835938)
(54.547813415527344, 303.9147033691406)
(54.950035095214844, 212.47598266601562)
(55.47726058959961, 188.5147705078125)
(57.194759368896484, 488.77593994140625)
(57.30820846557617, 81.24142456054688)
(57.800716400146484, 283.3395080566406)
(57.932254791259766, 222.3980255126953)
(59.77256774902344, 234.2200469970703)
(60.13140106201172, 125.23513793945312)
(60.45994567871094, 160.72425842285156)
(60.86149215698242, 249.35816955566406)
(60.88161087036133, 80.50688934326172)
(61.249229431152344, 39.52436828613281)
(61.628047943115234, 150.0828399658203)
(61.99008560180664, 64.24549865722656)
(62.00677490234375, 172.21603393554688)
(62.00677490234375, 172.21603393554688)
(62.1212158203125, 200.63710021972656)
(62.5686149597168, 241.5382537841797)
(62.5686149597168, 241.5382537841797)
(62.61482620239258, 80.7715072631836)
(66.39141082763672, 445.127197265625)
(67.32220458984375, 277.760498046875)
(67.37059783935547, 308.1727600097656)
(68.37493896484375, 123.72460174560547)
(68.42240142822266, 266.09375)
(68.49444580078125, 288.8992614746094)
(68.5078125, 288.9915771484375)
(68.63892364501953, 144.12559509277344)
(70.1420669555664, 464.4143981933594)
(70.54364013671875, 202.31092834472656)
(71.0686264038086, 160.76608276367188)
(71.34481811523438, 241.75469970703125)
(72.7078628540039, 214.95614624023438)
(74.66566467285156, 252.6710968017578)
(74.70694732666016, 252.8807373046875)
(75.81090545654297, 450.956787109375)
(75.84003448486328, 277.5153503417969)
(80.6572265625, 422.407470703125)
(82.16124725341797, 241.0798797607422)
(84.90768432617188, 402.1970520019531)
(87.67572784423828, 89.18075561523438)
(88.54048919677734, 239.87522888183594)
(89.01829528808594, 310.9262390136719)
(89.0718002319336, 346.5606689453125)
(89.47667694091797, 395.5068664550781)
(89.47667694091797, 395.5068664550781)
(89.95938110351562, 407.3788146972656)
(90.59049224853516, 458.5422668457031)
(90.81568908691406, 415.88043212890625)
(92.47419738769531, 387.9794921875)
(92.47419738769531, 387.9794921875)
(93.12406921386719, 354.3379821777344)
(93.39558410644531, 377.1564025878906)
(94.18660736083984, 342.56585693359375)
(95.38742065429688, 401.65850830078125)
(96.0138168334961, 438.0291748046875)
(97.95491027832031, 14.341740608215332)
(97.99907684326172, 411.554931640625)
(98.8277816772461, 243.4793243408203)
(98.9239273071289, 422.58819580078125)
(99.62342071533203, 405.7280578613281)
(99.62342071533203, 405.7280578613281)
(99.62342071533203, 405.7280578613281)
(99.69039916992188, 394.65509033203125)
(99.69039916992188, 394.65509033203125)
(101.25010681152344, 30.549545288085938)
(101.9917221069336, 350.54718017578125)
(103.1468505859375, 262.5230712890625)
(103.60762786865234, 372.1236877441406)
(104.44978332519531, 414.0382385253906)
(107.10783386230469, 390.7783508300781)
(108.09624481201172, 288.1494140625)
(108.10266876220703, 306.1833190917969)
(109.11174011230469, 338.3159484863281)
(109.30819702148438, 298.2366943359375)
(110.01522827148438, 372.3401794433594)
(110.33086395263672, 413.6095275878906)
(110.84683227539062, 64.6223373413086)
(111.40225982666016, 333.0258483886719)
(112.1138916015625, 255.09719848632812)
(112.1138916015625, 255.09719848632812)
(112.4771499633789, 365.6629333496094)
(112.4771499633789, 365.6629333496094)
(113.03816986083984, 243.40171813964844)
(116.17185974121094, 96.0970458984375)
(116.42201232910156, 431.5126953125)
(116.79841613769531, 375.2400817871094)
(117.0110855102539, 414.51287841796875)
(117.038330078125, 348.6412048339844)
(119.38402557373047, 263.9906921386719)
(120.36312866210938, 253.6939239501953)
(120.701171875, 407.4340515136719)
(122.27594757080078, 359.27215576171875)
(123.99102020263672, 308.119384765625)
(126.43116760253906, 320.74908447265625)
(126.43116760253906, 320.74908447265625)
(126.94278717041016, 245.92544555664062)
(126.94278717041016, 245.92544555664062)
(128.10374450683594, 258.2066345214844)
(128.10374450683594, 258.2066345214844)
(128.15382385253906, 428.0719909667969)
(129.19131469726562, 376.5089111328125)
(129.98080444335938, 354.0889587402344)
(129.98080444335938, 354.0889587402344)
(130.01414489746094, 440.2068176269531)
(131.75344848632812, 309.48638916015625)
(131.75344848632812, 309.48638916015625)
(134.2799072265625, 401.6910400390625)
(134.2799072265625, 401.6910400390625)
(134.63865661621094, 359.5047607421875)
(134.63865661621094, 359.5047607421875)
(135.52947998046875, 429.7163391113281)
(138.7735595703125, 353.2640380859375)
(138.85032653808594, 372.6940002441406)
(138.85032653808594, 372.6940002441406)
(139.41017150878906, 415.28839111328125)
(139.41017150878906, 415.28839111328125)
(139.98098754882812, 362.6556701660156)
(142.7757110595703, 381.5101013183594)
(146.2392120361328, 434.31317138671875)
(146.8626251220703, 410.1997375488281)
(147.37185668945312, 344.9253234863281)
(149.97242736816406, 361.092041015625)
(151.9129638671875, 359.3035888671875)
(152.7582244873047, 400.82958984375)
(185.0044403076172, 251.7831268310547)
(185.1955108642578, 339.13311767578125)
(185.98574829101562, 234.73968505859375)
(188.8567352294922, 262.0743408203125)
(190.55929565429688, 273.7298278808594)
(192.4422607421875, 270.23785400390625)
(192.9694366455078, 264.61248779296875)
(193.94924926757812, 196.5365447998047)
(194.53799438476562, 277.98406982421875)
(196.2760467529297, 189.28370666503906)
(196.35398864746094, 218.51739501953125)
(196.57711791992188, 200.45188903808594)
(196.79278564453125, 165.9635009765625)
(196.8499755859375, 282.1087951660156)
(197.06175231933594, 203.4513702392578)
(197.7559814453125, 226.81040954589844)
(198.02305603027344, 227.26390075683594)
(198.30030822753906, 250.4062957763672)
(198.30030822753906, 250.4062957763672)
(198.87841796875, 228.78733825683594)
(199.57701110839844, 292.7558288574219)
(199.8927001953125, 296.7604064941406)
(200.38650512695312, 165.06370544433594)
(202.71343994140625, 240.23907470703125)
(204.06192016601562, 231.8055419921875)
(204.14149475097656, 255.03489685058594)
(204.31631469726562, 204.9068603515625)
(204.73199462890625, 283.7792053222656)
(204.73199462890625, 283.7792053222656)
(204.86224365234375, 276.5405578613281)
(205.50538635253906, 196.58316040039062)
(205.78338623046875, 152.20855712890625)
(206.11183166503906, 291.0001220703125)
(206.18856811523438, 177.8272705078125)
(206.61708068847656, 237.7237548828125)
(207.25143432617188, 259.8247985839844)
(207.84088134765625, 669.2379150390625)
(208.3767547607422, 286.9947204589844)
(208.3767547607422, 286.9947204589844)
(208.37831115722656, 190.326171875)
(208.37831115722656, 190.326171875)
(208.37831115722656, 190.326171875)
(209.6994171142578, 282.0758361816406)
(209.9705352783203, 215.75929260253906)
(210.3708953857422, 427.7213134765625)
(210.89585876464844, 302.1694030761719)
(211.00103759765625, 190.33004760742188)
(211.34548950195312, 136.07550048828125)
(211.4404754638672, 128.89198303222656)
(213.828857421875, 198.1061553955078)
(214.40553283691406, 151.0670928955078)
(215.1836700439453, 127.57061004638672)
(215.1997833251953, 306.3625793457031)
(215.1997833251953, 306.3625793457031)
(217.27684020996094, 675.927001953125)
(217.39926147460938, 164.93658447265625)
(218.00241088867188, 604.5238037109375)
(220.04420471191406, 139.94137573242188)
(220.9287872314453, 215.93112182617188)
(228.51864624023438, 230.2937469482422)
(229.5009307861328, 253.05398559570312)
(229.5009307861328, 253.05398559570312)
(233.23280334472656, 124.57936096191406)
(233.23280334472656, 124.57936096191406)
(233.58489990234375, 398.7717590332031)
(234.08493041992188, 109.60235595703125)
(234.3187713623047, 223.589599609375)
(234.95263671875, 231.3169708251953)
(236.0940399169922, 530.1499633789062)
(239.19076538085938, 362.705322265625)
(241.21096801757812, 246.27523803710938)
(241.7657470703125, 138.97300720214844)
(241.7657470703125, 138.97300720214844)
(242.1981658935547, 107.5062255859375)
(242.82781982421875, 121.21270751953125)
(242.96994018554688, 98.5623779296875)
(243.95668029785156, 480.0270080566406)
(244.45693969726562, 245.1721954345703)
(244.45693969726562, 245.1721954345703)
(244.45693969726562, 245.1721954345703)
(246.19711303710938, 348.5608825683594)
(246.4221954345703, 483.09625244140625)
(246.85215759277344, 649.466796875)
(246.8587188720703, 94.67720794677734)
(246.85975646972656, 99.67951965332031)
(247.18609619140625, 568.7362060546875)
(250.08187866210938, 334.59716796875)
(251.05010986328125, 245.0776824951172)
(251.87057495117188, 252.66209411621094)
(251.8759307861328, 96.0276107788086)
(252.2782745361328, 354.3426818847656)
(252.60203552246094, 225.78892517089844)
(252.82174682617188, 92.4386978149414)
(253.3700714111328, 344.6431884765625)
(253.69740295410156, 219.53045654296875)
(253.93014526367188, 240.57516479492188)
(254.0284881591797, 331.96575927734375)
(254.13116455078125, 516.9080810546875)
(254.3440704345703, 133.447265625)
(254.7431182861328, 587.586181640625)
(255.5589141845703, 244.89605712890625)
(255.9482879638672, 557.6741943359375)
(256.3447265625, 483.95751953125)
(256.3447265625, 483.95751953125)
(256.5674743652344, 238.8870391845703)
(257.1241455078125, 473.1783752441406)
(257.2323913574219, 520.2247924804688)
(257.2823181152344, 597.338134765625)
(257.2823181152344, 597.338134765625)
(257.44091796875, 255.5653076171875)
(257.97674560546875, 242.0290985107422)
(257.97674560546875, 242.0290985107422)
(258.0845031738281, 339.69842529296875)
(258.37725830078125, 325.1424865722656)
(258.6388244628906, 223.56858825683594)
(259.0108642578125, 93.2059097290039)
(259.3524169921875, 510.5791320800781)
(260.2170104980469, 524.108642578125)
(260.8076477050781, 341.63446044921875)
(260.87744140625, 238.58294677734375)
(261.2322998046875, 312.8280334472656)
(261.2886047363281, 255.12271118164062)
(262.947509765625, 243.1682891845703)
(264.007568359375, 89.83055114746094)
(264.0809326171875, 530.5858154296875)
(264.9031677246094, 473.3186950683594)
(264.9031677246094, 473.3186950683594)
(265.3199157714844, 257.6893310546875)
(265.67279052734375, 223.5064239501953)
(266.9676513671875, 236.47164916992188)
(266.9676513671875, 236.47164916992188)
(267.041259765625, 349.3853454589844)
(267.041259765625, 349.3853454589844)
(267.0632019042969, 515.7135009765625)
(267.15716552734375, 342.2883605957031)
(267.60498046875, 140.09185791015625)
(268.8759460449219, 547.8141479492188)
(270.8080749511719, 680.7947998046875)
(271.4164733886719, 407.2996826171875)
(271.5406188964844, 243.93751525878906)
(272.13409423828125, 453.2168884277344)
(272.1759948730469, 340.8559875488281)
(272.20672607421875, 460.35894775390625)
(274.09124755859375, 254.1914825439453)
(274.3749694824219, 125.88697814941406)
(274.5853271484375, 364.04144287109375)
(275.0252380371094, 324.03790283203125)
(275.31829833984375, 406.61163330078125)
(275.87640380859375, 246.4483184814453)
(276.0676574707031, 237.71624755859375)
(276.9286193847656, 562.4154052734375)
(276.9286193847656, 562.4154052734375)
(277.7184753417969, 459.5544738769531)
(278.3799743652344, 252.60739135742188)
(278.3799743652344, 252.60739135742188)
(278.7020263671875, 341.4123229980469)
(279.3149719238281, 478.0773620605469)
(279.9618835449219, 337.2742004394531)
(279.990478515625, 337.9823913574219)
(280.5606689453125, 685.4763793945312)
(280.6910095214844, 307.85833740234375)
(280.8287353515625, 300.77288818359375)
(281.556884765625, 179.7562255859375)
(282.8221130371094, 538.6001586914062)
(283.17242431640625, 447.3641052246094)
(283.1985778808594, 425.8408203125)
(283.75616455078125, 313.9877014160156)
(283.8041687011719, 243.78041076660156)
(283.8041687011719, 243.78041076660156)
(284.50555419921875, 462.0377502441406)
(285.1285400390625, 310.6703186035156)
(285.9314880371094, 453.88201904296875)
(285.9314880371094, 453.88201904296875)
(286.602783203125, 339.11529541015625)
(286.7955627441406, 336.3722229003906)
(288.36590576171875, 307.12225341796875)
(288.6151428222656, 236.03311157226562)
(288.6151428222656, 236.03311157226562)
(288.7144470214844, 662.7817993164062)
(289.00274658203125, 463.4725341796875)
(289.17529296875, 312.3523254394531)
(289.3923645019531, 495.54425048828125)
(291.0162353515625, 413.4999694824219)
(291.090576171875, 351.4844055175781)
(291.1963806152344, 352.0277099609375)
(291.2658386230469, 457.00408935546875)
(291.5953063964844, 346.36822509765625)
(295.0074462890625, 586.6082153320312)
(295.6590881347656, 420.1470031738281)
(295.6590881347656, 420.1470031738281)
(296.1885681152344, 296.1358947753906)
(297.9364929199219, 442.5671081542969)
(298.315673828125, 240.69541931152344)
(299.1589050292969, 330.2857666015625)
(299.6811218261719, 322.3394775390625)
(300.1787414550781, 424.0775451660156)
(300.8506164550781, 77.79505157470703)
(300.9609375, 76.81102752685547)
(302.4574279785156, 337.9099426269531)
(303.8584289550781, 80.14875793457031)
(305.676025390625, 313.95770263671875)
(305.9249267578125, 490.9844970703125)
(307.68585205078125, 353.2444152832031)
(309.15777587890625, 324.56988525390625)
(309.15777587890625, 324.56988525390625)
(310.7591552734375, 343.39324951171875)
(310.7591552734375, 343.39324951171875)
(312.74981689453125, 548.8610229492188)
(315.2841796875, 294.92303466796875)
(315.36407470703125, 306.6233825683594)
(317.3179016113281, 210.24436950683594)
(318.8089599609375, 305.6257019042969)
(318.8380432128906, 492.3620910644531)
(320.4629821777344, 244.8380584716797)
(325.4544372558594, 291.11602783203125)
(327.33612060546875, 306.3972473144531)
(328.2605895996094, 298.91790771484375)
(328.2605895996094, 298.91790771484375)
(329.2164001464844, 240.45628356933594)
(329.26239013671875, 232.4305419921875)
(329.9257507324219, 144.3269805908203)
(330.5495910644531, 247.02890014648438)
(331.4700012207031, 285.1907043457031)
(332.36553955078125, 457.3685302734375)
(332.5157775878906, 242.65090942382812)
(336.86370849609375, 238.54110717773438)
(338.6946105957031, 244.08407592773438)
(340.1647644042969, 85.70646667480469)
(340.7099609375, 298.32623291015625)
(340.7099609375, 298.32623291015625)
(341.4258117675781, 352.75970458984375)
(341.4258117675781, 352.75970458984375)
(342.7369079589844, 548.6712646484375)
(344.3347473144531, 235.45606994628906)
(344.3347473144531, 235.45606994628906)
(346.85711669921875, 238.38914489746094)
(347.21533203125, 341.5993347167969)
(348.21856689453125, 242.82852172851562)
(349.38232421875, 235.3573455810547)
(349.8278503417969, 85.39627838134766)
(350.8745422363281, 89.48135375976562)
(350.97210693359375, 227.2442169189453)
(351.2822265625, 236.37196350097656)
(352.0467529296875, 240.61668395996094)
(352.36285400390625, 576.7116088867188)
(352.36285400390625, 576.7116088867188)
(352.67681884765625, 231.20286560058594)
(352.67681884765625, 231.20286560058594)
(353.06036376953125, 569.1878662109375)
(353.06036376953125, 569.1878662109375)
(354.4488525390625, 307.3992919921875)
(354.81634521484375, 87.31831359863281)
(358.7726745605469, 236.0045928955078)
(359.8033752441406, 211.3693084716797)
(359.9453125, 404.0251159667969)
(360.8687438964844, 250.60768127441406)
(361.7441711425781, 241.05764770507812)
(362.4477233886719, 273.64324951171875)
(362.7734680175781, 338.7594299316406)
(364.3702697753906, 351.53485107421875)
(364.3702697753906, 351.53485107421875)
(365.31640625, 574.9190673828125)
(367.53851318359375, 451.64117431640625)
(371.2676086425781, 242.52215576171875)
(372.37335205078125, 97.88655853271484)
(379.575439453125, 399.7772521972656)
(380.9869079589844, 235.19650268554688)
(385.32806396484375, 388.8763732910156)
(386.5615234375, 116.39900970458984)
(389.0677185058594, 111.14701080322266)
(389.6077575683594, 366.1597900390625)
(392.4682922363281, 354.7611999511719)
(394.23370361328125, 122.36100769042969)
(398.8377380371094, 121.90708923339844)
(401.0545959472656, 379.5483703613281)
(405.67474365234375, 312.125244140625)
(405.67474365234375, 312.125244140625)
(407.4754638671875, 232.48753356933594)
(408.3720703125, 242.0684356689453)
(408.45501708984375, 305.03887939453125)
(409.1050720214844, 194.9398956298828)
(409.1217041015625, 282.5135192871094)
(410.0912170410156, 138.26828002929688)
(410.9322509765625, 224.12754821777344)
(411.1878662109375, 213.0503692626953)
(411.6637268066406, 255.5209503173828)
(411.6637268066406, 255.5209503173828)
(412.3711853027344, 143.29623413085938)
(416.0942687988281, 202.97833251953125)
(417.1731262207031, 450.9850158691406)
(417.8981628417969, 179.99972534179688)
(418.210205078125, 223.98672485351562)
(418.210205078125, 223.98672485351562)
(418.3179931640625, 275.0582275390625)
(419.1557922363281, 168.78468322753906)
(419.87750244140625, 175.51116943359375)
(419.96405029296875, 282.5121765136719)
(421.0382995605469, 182.3129119873047)
(421.37689208984375, 175.98291015625)
(421.3900451660156, 209.051513671875)
(427.8828125, 274.9457702636719)
(430.3790588378906, 231.04483032226562)
(432.093017578125, 398.7632141113281)
(439.5115966796875, 271.1591491699219)
